movie_id,index,title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
551629,220,Asih,2018,"The origins of a Kuntilanak named ""Asih"", one of the ghosts from Danur movie.",Horror,17+,5.3,156,Indonesian,Awi Suryadi,"['Shareefa Daanish', 'Citra Kirana', 'Darius Sinathrya', 'Alex Abbad', 'Marini', 'Djenar Maesa Ayu', 'Egy Fedly']",77 min
516710,221,Assalamualaikum Calon Imam,2018,"A trauma makes Nafisya (Natasha Rizki) doesn't believe in men. But since childhood, she has a feeling for Jidan (Andi Arsyil). However, Jidan instead proposes her sister. In a broken heart, she accidentally met a new man in an accident.",Drama,13+,7.8,14,Indonesian,Findo Purwono,"['Miller Khan', 'Merdi Octav', 'Andi Arsyil Rahman', 'Natasha Rizki']",85 min
551027,222,Ave Maryam,2018,Maryam a catholic nun who falls in love with a pastor.,Drama,17+,7.3,234,Indonesian,Robby Ertanto,"['Sendy Febrina', 'Maudy Koesnaedi', 'Chicco Jerikho', 'Tutie Kirana', 'Olga Lydia', 'Joko Anwar', 'Nathania Angela', 'Suhartini', 'Atie Krisnawati', 'Ratnawati Sutandar', 'Ninik Winarni Utomo', 'Esther Trini Sri Sugianti', 'Nadya Clarinta Amin']",85 min
731675,223,Benyamin the Troublemaker 2,2020,"Pengki manage to sneak into the house of the Mafia Boss, who then escapes with a pendant and also evidence of the list of women trafficking.","Comedy, Drama",13+,6.1,46,Indonesia ,Hanung Bramantyo,"['Reza Rahadian', 'Delia Husein', 'Rano Karno'] ",97 min
496913,224,Bayi Gaib: Bayi Tumbal Bayi Mati,2018,"Rafa, a successful contractor, is having a baby with his wife, Farah. But things get strange when the birth of the baby is unnormal and a lot of mysterious things happen around Rafa and Farah.",Horror,17+,6.6,7,Indonesian,Rizal Mantovani,"['Rianti Cartwright', 'Mario Lawalatta', 'Ashraf Sinclair']",93 min
546055,225,Belok Kanan Barcelona,2018,"Four friends have been together since high school. Now, when one of them is getting married, all three of them must confess their feelings before it's too late.",Adventure,13+,7.1,89,Indonesian,Guntur Soeharjanto,"['Morgan Oey', 'Mikha Tambayong', 'Deva Mahenra', 'Anggika Bolsterli', 'Millane Fernandez', 'Atta Halilintar', 'Delano Daniel', 'Ananta Rispo', 'Yusril Fahriza', 'Cut Mini Theo', 'Cok Simbara', 'Eksanti', 'Karina Suwandhi', 'Elkie Kwee', 'Tike Priatnakusumah']",107 min
506949,226,Benyamin Biang Kerok,2018,"Knowing that their headquarter and residential areas of Betawi suburbs will be evicted, Pengki (Reza Rahadian), Somad (Adjis Doaibu), and Achie (Aci Resti) sabotage illegal casinos in Jakarta.",Comedy,17+,2.9,213,Indonesian,Hanung Bramantyo,"['Reza Rahadian', 'Delia Husein', 'Rano Karno', 'Meriam Bellina', 'Adjis Doaibu', 'Aci Resti', 'Kitty Felicia', 'Qomar', 'Billa Barbie', 'Lydia Kandou', ""Hamka De' Vito Siregar"", 'Melanie Ricardo', 'Tora Sudiro', 'Jelita Ramlan', 'Chintya Candranaya']",93 min
545655,227,Bisikan Iblis,2018,"In an all-girl school, there will always be a mysterious death every year, and Nany is enrolled in this school.",Horror,13+,4.9,34,Indonesian,Hanny Saputra,"['Amanda Manoppo', 'Rebecca Klopper', 'Zoe Abbas Jackson', 'Andira Hadley', 'Nicole Parham', 'Raquel Katie Larkin', 'Ayu Dyah Pasha', 'Dicky Wahyudi', 'Aquene Aziz Djorghi', 'Gilbert Pattiruhu', 'Elsa Diandra', 'Shakira Sheldrick', 'Syafira Haddad', 'Nicolea Anstee', 'Fonny Silvia']",87 min
531486,228,Bodyguard Ugal-Ugalan,2018,Syahrini's life began to be disrupted when he began to get a lot of terror from strangers and threatened the safety and preparation of his solo concert.,Comedy,13+,5.7,52,Indonesian,Irham Acho Bahtiar,"['Syahrini', 'Tamara Blezinski', 'Boris Bokir', 'Muhadkly Acho', 'Lolox', 'Anyun Cadel', 'Melayu Nicole', 'Ririn Ekawati', 'Melanie Ricardo', 'Chika Jessica']",91 min
493488,229,Buffalo Boys,2018,"Two brothers named Jamar and Suwo came back to the land of Java to avenge their father, who was a Sultan, after years of exile in America.",Action,14+ ,5.8,1004,Indonesian,Mike Wiluan,"['Yoshi Sudarso', 'Ario Bayu', 'Pevita Pearce', 'Tio Pakusadewo', 'Reinout Bussemaker', 'Daniel Adnan', 'Happy Salma', 'Mikha Tambayong', 'El Manik', 'Donny Alamsyah', 'Donny Damara', 'Alex Abbad', 'Hannah Al Rashid', 'Zack Lee', 'Sunny Pang']",102 min
544352,230,Cinta sama dengan Cindolo Na Tape,2018,"Timi (A. Thesar Resandy) falls in love with Cinde (Maizura), a new student in his class. Their closeness makes Timi's friend since junior high, growl because Timi becomes rarely hang out with his best friend anymore.",Comedy,13+,8.3,9,Indonesian,Andi Burhamzah,"['A. Thesar Resandy', 'Maizura', 'Brilian Rexy Sondakh', 'Syukri', 'Ainun Masyita', 'Akrabarka', 'Arjun', 'Nayla Irwan', 'Zulkifli Ghani', 'Syahriar Tato']",107 min
540809,231,DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,2018,"Doyok, Otoy, and Ali Oncom are three unemployed buddies, each of them had a unique character and hilarious behavior. The adventure began when they agreed to find a match for Doyok who has ...",Comedy,13+,6.1,54,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Pandji Pragiwaksono', 'Dwi Sasono', 'Nirina Zubir', 'Titi Kamal', 'Laura Basuki', 'Jihane Almira', 'Opie Kumis', 'T.M. Tarsan', 'Ence Bagus']",83 min
546290,232,Dancing in the Rain,2018,"A very pretty woman dancing in the street to techno music. stranger things have been known to occur, and at last some good music.",Drama,13+,8.1,59,Indonesian,Rudi Aryanto,"['Dimas Anggara', 'Bunga Zainal', 'Deva Mahenra', 'Christine Hakim', 'Gilang Olivier', 'Greesella Adhalia', 'Joshua Rundengan', 'Niniek L. Karim', 'Djenar Maesa Ayu', 'Dolly Martin', 'Keke Soeryo', 'Qory Sandioriva', 'Ayu Dyah Pasha', 'Agus Lemu Radia', 'Tuminten']",101 min
510276,233,Danur 2: Maddah,2018,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,Horror,17+,5.7,354,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shawn Adrian Khulafa', 'Sophia Latjuba', 'Bucek Depp', 'Gamaharitz', 'Kevin Bzezovski', 'Alexander Bain', 'Matt White', 'Justin Rossi', 'Elena V. Holovcsak', 'Annov Hari Prabowo', 'Carolina Passoni Fattori', 'Arjan Onderdenwijngaard', 'Risa Saraswati']",92 min
547914,234,Dear Nathan Hello Salma,2018,"Sequel to the 2017 movie ""Dear Nathan"" follows the continued relationship between two young people in love.",Drama,13+,8,195,Indonesian,Indra Gunawan,"['Jefri Nichol', 'Amanda Rawles', 'Susan Sameh', 'Devano Danendra', 'Surya Saputra', 'Karina Suwandhi', 'Gito Gilas', 'Diandra Agatha', 'Sonia Alexa', 'Zoe Abbas Jackson', 'Rendi Jhon', 'Ozan Arkananta', 'Talu Prussia', 'Bramanta Sadhu', 'Firman Ferdiansyah']",101 min
492459,235,Dilan 1990,2018,"Milea (Vanesha Prescilla) met with Dilan (Iqbaal Ramadhan) at a high school in Bandung in 1990. An unusual introduction brings Milea to know the uniqueness of Dilan who is smart, kind, and romantic in her eyes.",Drama,13+,7.3,2799,Indonesian,Pidi Baiq,"['Iqbaal Dhiafakhri Ramadhan', 'Vanesha Prescilla', 'Yoriko Angeline', 'Gusti Rayhan', 'Zulfa Maharani', 'Giulio Parengkuan', 'Stefhani Zamora Husen', 'Debo Andryos', 'Omara N. Esteghlal', 'Brandon Salim', 'Refal Hady', 'Adhisty Zara', 'Iang Darmawan', 'Farhan', 'Ayu Inten']",127 min
526213,236,Dimsum Martabak,2018,Mona (Ayu Ting Ting) works at the Chinese restaurant which serves Dimsum as its main menu. her boss's wife was jealous until Mona was fired. Mona was forced to find another job until she meets a young entrepreneur named Soga (Boy William).,Comedy,13+,6.2,63,Indonesian,Andreas Sullivan,"['Ayu Ting Ting', 'Boy William', 'Meriam Bellina', 'Muhadkly Acho', 'Denira Wiraguna', 'Tyas Mirasih', 'Ferry Salim', 'Olga Lydia', 'Kin Wah Chew', 'Elkie Kwee', 'Stella Cornelia', 'Henky Solaiman', 'Anyun Cadel', 'Fico Fachriza', 'Lena Magdalena']",98 min
558234,237,Dongeng Mistis,2018,"This omnibus film tell six stories about the terror of six Indonesian ghosts: Ustaz (Kiky Armando) who is tested by Pocong terror; A woman (Putri Ayudya) is visited by Bajang after abortion; The trick of Sundel Bolong against a pregnant woman (Marya Supraba); Investigation of reporter (Gandhi Fernando) about the mysterious Begu Ganjang legend; A woman (Dea Ananda) who finds her father keeping Genderuwo; and a girl (Btari Cinta) who performs the forbidden dance caller Lehak, a damned creature from legend.",Horror,17+,6.6,22,Indonesian,Orizon Astonia,"['Gandhi Fernando', 'Dhea Ananda', 'Putri Ayudya', 'Btari Chinta', 'Maryam Supraba', 'Ade Firman Hakim', 'Khiva Iskak']",88 min
502290,238,Eiffel I'm in Love 2,2018,"14 years passed. Tita who was a freshman in high school has become an adult woman. For 14 years also, Tita and Adit live long-distance relationship. Tita starts to worry because Adit did not propose her, while her friends were married.",Drama,13+,6.8,329,Indonesian,Rizal Mantovani,"['Shandy Aulia', 'Samuel Rizal', 'Saphira Indah', 'Tommy Kurniawan', 'Marthino Lio', 'Helmy Yahya', 'Arifin Hilda', 'Shakira Alatas', 'Wafda Saifan Lubis']",116 min
552381,239,Generasi Micin,2018,"For Kevin (Kevin Anggara), school is a boring place. He only has three best friends in his class. One day, Kevin found a mysterious website that challenged him to do naughty things at school.",Comedy,13+,6.4,72,Indonesian,Fajar Nugros,"['Kevin Anggara', 'Clairine Clay', 'Morgan Oey', 'Joshua Suherman', 'Teuku Ryzki', 'Kamasean Matthews', 'Ari Irham', 'Jennifer Coppen', 'Ferry Salim', 'Melissa Karim', 'Cut Mini Theo', 'Yuven', 'Mathias Muchus', 'Hifdzi Khoir', 'Ricky Wattimena']",88 min
540748,240,Gentayangan,2018,"Abimanyu Karindra has no choice but to bring his wife, Sofia and their two children and his sister Sheila to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court.",Horror,13+,4.8,19,Indonesian,Shyam Ramsay,"['Baim Wong', 'Nadine Alexandra', 'Chris Laurent', 'Jelita Callebaut', 'Bima Azriel', 'Marsha Aurelia', 'Haydar Salishz', 'Brianna Simorangkir', 'Windy Dwiapsari', 'Fuad Idris']",84 min
546052,241,Gila Lu Ndro,2018,"Indro (Tora Sudiro) encounters with Al, an alien (Indro Warkop) who is visiting Earth and hope that he can find peace on earth and bring that peace back to his planet which is always tinged with conflicts, gaps, and other social problems.",Comedy,13+,5.2,49,Indonesian,Herwin Novianto,"['Tora Sudiro', 'Indro Warkop', 'Mieke Amalia', 'M. Adhiyat', 'Hifdzi Khoir', 'Indra Jegel', 'Arie Kriting', 'Rachman Avri', 'David Nurbianto', 'Alex Abbad', 'Arafah Rianti', 'Sadana Agung Sulistya', 'Yoriko Angeline', 'Zulfa Maharani', 'Aci Resti']",79 min
552385,242,Hanum & Rangga: Faith & The City,2018,A love story about a dentist's struggle with her husband.,Drama,13+,1.2,3490,Indonesian,Benni Setiawan,"['Acha Septriasa', 'Rio Dewanto', 'Arifin Putra', 'Titi Kamal', 'Alex Abbad', 'Ciara Nadine Brosnan', 'Ayu Dewi', 'Tyson Lynch', 'Alexandra Gottardo', 'Timo Scheunemann', 'Elena V. Holovcsak', 'Suheil Bisyir', 'Jennifer Lepas', 'Andy Yue', 'Alice Norin']",90 min
526219,243,Insya Allah Sah 2,2018,"Raka (Pandji Pragiwaksono) is now trapped in an online taxi with Gani (Donny Alamsyah), a fugitive who just escaped from prison. Both of them must go through a journey full of comedy action and unexpected situations.",Action,13+,7.2,42,Indonesian,Anggy Umbara,"['Pandji Pragiwaksono', 'Donny Alamsyah', 'Luna Maya', 'Miller Khan', 'Ray Sahetapy', 'Nirina Zubir', 'Tanta Ginting', 'Dewi Yull', 'Meriam Bellina', 'Titiek Sandhora', 'Henky Solaiman', 'Ingrid Widjanarko', 'T.M. Tarsan', 'T. Rifnu Wikana', 'Ence Bagus']",91 min
551025,244,Jaga Pocong,2018,"Mila is a nurse, could not refuse when assigned to take care for Sulastri at her house. When she arrives at Sulastri's house, it turns out that Sulastri has died.",Horror,17+,6.9,140,Indonesian,Hadrah Daeng Ratu,"['Acha Septriasa', 'Zack Lee', 'Aqilla Herby', 'Jajang C. Noer']",83 min
526215,245,Jailangkung 2,2018,A girl watched an old videotape owned by his father who had communicated with her mother's deceased spirit using Jailangkung. She then assembles her own Jailangkung and plays it in hope also to communicate with her deceased mother.,Horror,13+,4,109,Indonesian,Rizal Mantovani,"['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Lukman Sardi', 'Gabriella Quinlyn', 'Deddy Sutomo', 'Ratna Riantiarno', 'Frans Nicholas', 'Naufal Samudra Weichert']",83 min
534500,246,Jaran Goyang,2018,"A gardener named Dirga fell in love with a sworddut named Elena. But his love was rejected by Elena who already had a girlfriend, Robert. Dirga killed Robert and asked Jaran Goyang black ...",Horror,13+,4.7,16,Indonesian,Findo Purwono,"['Cut Meyriska', 'Ajun Perwira', 'Nova Eliza', 'Mudy Taylor', 'Dian Aditya', 'Lia Ladysta', 'Iva Novanda']",79 min
516708,247,Jelita Sejuba,2018,"Without dating, Jaka immediately proposes for Sharifah and they get married. However, the love story is not just about the meeting. Become wife of a soldier, she must learn to hold his longing whenever Jaka is assigned to the battlefield.",Drama,13+,9.1,240,Indonesian,Ray Nayoan,"['Putri Marino', 'Wafda Saifan Lubis', 'Alvaro Maldini Siregar', 'Yayu A.W. Unru', 'Nena Rosier', 'Mutiara Sofya', 'Ahmad Ramadhan', 'Donny Alamsyah']",105 min
516708,248,Kafir: Bersekutu dengan Setan,2018,A family is being haunted by some strange happenings after the death of the father.,Drama,17+,7,367,Indonesian,Azhar Kinoi Lubis,"['Putri Ayudya', 'Sujiwo Tejo', 'Indah Permatasari', 'Rangga Azof', 'Nadya Arina', 'Nova Eliza', 'Teddy Syah', 'Slamet Ambari', 'Djenar Maesa Ayu', 'Dolly Martin', 'Oce Permatasari', 'Yayu A.W. Unru', 'Laksmi Notokusumo', 'Antar']",97 min
566100,249,Keluarga Cemara,2018,"After the bankruptcy, Abah loses his house and all of his treasures. He also loses his case in the court, hence his family is threatened to live in poverty forever. Abah then had to get used to his new life along with his little family.",Drama,SU,7.9,558,Indonesian,Yandy Laurens,"['Nirina Zubir', 'Ringgo Agus Rahman', 'Adhisty Zara', 'Widuri Sasono', 'Asri Welas', 'Yasamin Jasem', 'Maudy Koesnaedi', 'Andrew Trigg', 'Kafin Sulthan', 'Abdurrahman Arif', 'Gading Marten', 'Ariyo Wahab', 'Joshia Frederico', 'Widi Mulia', 'Arswendi Nasution']",110 min
510255,250,Kenapa Harus Bule?,2018,Pipin Kartika (Putri Ayudya) is obsessed to get 'bule' a.k.a foreigner boyfriend to be her husband. By the age of 30 she still hasn't got it. Almost frustrated because she always met a jerk...,Drama,21+,6.5,22,Indonesian,Andri Cung,"['Putri Ayudya', 'Natalius Chendana', 'Cornelio Sunny', 'Kho Michael', 'Djenar Maesa Ayu', 'Chicco Kurniawan']",90 min
511703,251,Kisah Dua Jendela,2018,An urban romance about loneliness and disconnection in the megapolis of Jakarta,Drama,13+,7.4,11,Indonesian,Paul Agusta,"['Joko Anwar', 'Dinda Kanyadewi', 'Djenar Maesa Ayu', 'Agnes Naomi', 'Khiva Iskak', 'Tadelesh Ilham']",92 min
534374,252,Koki-Koki Cilik,2018,"A child from an underprivileged family managed to take part in the very prestigious and expensive Cooking Camp program. With all his shortcomings, he must challenge the cuisine of Chef Grant and compete with the other little chefs.",Drama,SU,7.3,35,Indonesian,Ifa Isfansyah,"['Morgan Oey', 'Ringgo Agus Rahman', 'Faras Fatik', 'Chloe Xaviera', 'Adi Kurdi', 'Aura Kasih', 'Fanny Fabriana', 'Alif Lubis', 'Marcello', 'Ali Fikry', 'Patrick Milligan', 'Cole Gribble', 'Clay Gribble', 'Romaria Simbolon', 'Clarice Cutie']",91 min
539050,253,Kucumbu Tubuh Indahku,2018,"A pre-teen boy who abandoned by his father joins a Lengger dance center where men assume feminine appearances, but the political and social upheaval in Indonesia forces him to move away and meet with remarkable people on his journey.",Drama,17+,7.5,337,Indonesian,Garin Nugroho,"['Muhammad Khan', 'Raditya Evandra', 'Rianto', 'Sujiwo Tejo', 'T. Rifnu Wikana', 'Randy Pangalila', 'Whani Darmawan', 'Dorothea Quin Haryati', 'Endah Laras', 'Mbok Tun', 'Cahwati Sugiarto', 'Fajar Suharno', 'Windarti', 'Anneke Fitriani', 'Anja Lilani Ariella']",105 min
526230,254,Kulari ke Pantai,2018,Two girls in their early teens embark on a road trip with one of the girl's mother.,Adventure,SU,7.8,201,Indonesian,Riri Riza,"['Maisha Kanna', ""Lil'li Latisha"", 'Marsha Timothy', 'Varun Tandjung', 'Suku Dani', 'Edward Suhadi', 'Francy', 'Ligwina Hananto', 'Praz Teguh', 'Yudha Khan', 'Mo Sidik', 'Fadlan Ridzal', 'M. Adhiyat', 'Ibnu Jamil', 'Dodit Mulyanto']",112 min
524736,255,Kuntilanak,2018,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,Horror,14+ ,4.8,493,Indonesian,Rizal Mantovani,"['Sandrinna Michelle', 'Fero Walandouw', 'Nena Rosier', 'Andryan Bima', 'Ciara Nadine Brosnan', 'Adlu Fahrezi', 'Ali Fikry', 'Naufal Ho', 'Wina Marrino', 'Aditya Rino', 'Aqi Singgih', 'Ady Sky']",105 min
563683,256,Liam dan Laila,2018,"Liam a young French man, falls in love with an Indonesian Laila.",Drama,13+,7.5,11,Minangkabau,Arief Malinmudo,"['Nirina Zubir', 'Jonatan Cerrada', 'David Chalik', 'Praz Teguh', 'Gilang Dirga', 'Upiak Isil', 'Irfan Guchi', 'Linda Zubir', 'Yusril Katil', 'Arzul Jamaan', 'Mitos Saandiko', 'Yassir Hidayat', 'Yuniarni', 'Bima Jousant', 'Melfi Abra']",94 min
528217,257,Lima,2018,"An inter-faith family come to a conflict when the mother, Maryam, died. The children (Fara, Aryo, and Adi) and the housemaid (Ijah) debating on how Maryam will get buried. When Maryam's funeral problem get solved, turns out that other problems still haunting them one by one.",Drama,17+,6.8,36,Indonesian,Harvan Agustriansyah,"['Prisia Nasution', 'Yoga Pratama', 'Baskara Mahendra', 'Tri Yudiman', 'Aji Santosa', 'Alvin Adam', 'Aufa Assagaf', 'Rangga Djoned', 'Ade Firman Hakim', 'Sapto Soetardjo']",110 min
506731,258,Love for Sale,2018,A mature single man is challenged by his friends to bring a girlfriend to his wedding. He doesn't want to be embarrassed and forced to use the dating site which then brings him to a girl that can accompany him to the wedding.,Drama,21+,7.4,792,Indonesian,Andibachtiar Yusuf,"['Gading Marten', 'Della Dartyan', 'Verdi Solaiman', 'Adriano Qalbi', 'Sabrina Rochelle', 'Albert Halim', 'Rukman Rosadi', 'Vanda Mutiara', 'Bowie Budianto', 'Hanif Reyzel', 'Natalius Chendana', 'Rizky Mocil', 'Cita Maharani', 'Ryoichi Adityo', 'Khiva Iskak']",100 min
564636,259,Mama Mama Jagoan,2018,"Myrna, whose husband just passed away, struggling with depression. She just found her purpose once again when she received a postcard from Monang, her son which ran away from home because of conflicts with his father. Accompanied by two of her best friends, Dayu and Hasnah, Myrna decided to search for Monang in Bali, with the postcard as their only clue of Monang's whereabouts. Once they arrived in Bali, they realized it is not easy to find Monang, they had many unfortunate events which lead them to jail, until they have arguments with each ocher which caused their life-long friendship breaking apart. Will Myrna succeeded to find Monang? How will their friendship stands?",Comedy,13+,7.2,11,Indonesian,Sidi Saleh,"['Widyawati', 'Niniek L. Karim', 'Ratna Riantiarno', 'Nadine Alexandra', 'David John Schaap', 'I. Gede Ari Astina', 'Lolox', 'Willem Bevers', 'Cok Simbara', 'Joshua Pandelaki', 'Nadira Octova', 'Ghea Badzlina', 'Meisya Amira', 'Sumaisy Djaitov Yanda', 'Upiak Isil']",94 min
524738,260,Sebelum Iblis Menjemput,2018,"When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.",Horror,17+,6,3015,Indonesian,Timo Tjahjanto,"['Chelsea Islan', 'Pevita Pearce', 'Ray Sahetapy', 'Karina Suwandhi', 'Samo Rafael', 'Hadijah Shahab', 'Ruth Marini', 'Kinaryosih', 'Clara Bernadeth', 'Nicole Rossi', 'Daniel Ekaputra', 'Emma', 'Badra', 'Abimana Aryasatya']",110 min
467581,261,Meet Me After Sunset,2018,"A bizarre love triangle between the Sun, the Moon, and the Star.",Drama,13+,8,53,Indonesian,Danial Rifki,"['Maxime Bouttier', 'Agatha Chelsea', 'Billy Davidson', 'Yudha Keling', 'Iszur Muchtar', 'Febby Febiola', 'I.B. Made Oka Sugawa', 'Marini', 'Margin Wieheerm', 'Ciccio Manassero', 'Deanda Puteri']",96 min
543820,262,Menunggu Pagi,2018,"For Bayu (Arya Saloka) who owns a vinyl store in the Santa area, the desire to go to the biggest annual Djakarta Warehouse Project (DWP) music festival is not a priority.",Drama,17+,7.4,21,Indonesian,Teddy Soeriaatmadja,"['Arya Saloka', 'Arya Vasco', 'Juan Bione Subiantoro', 'Raka Hutchison', 'Mario Lawalatta', 'Ganindra Bimo', 'Putri Marino', 'Yayu A.W. Unru', 'Natasha Gott', 'Wulandera', 'Nicholas Sada', 'Toddyzilla', 'Mongol Stres', 'Ryma Karimah']",82 min
564149,263,Message Man,2018,A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,Action,21+,6,2486,English,Corey Pearson,"['Paul O'Brien"", 'Aji Santosa', 'Verdi Solaiman', 'Mario Irwinsyah', 'Agni Pratistha', 'Mike Lewis', 'Alfridus Godfred', 'Ronny P. Tjandra', 'Gary Plant', 'Bran Vargas', 'Denny Baskar', 'Valentine Payen-Wicaksono', 'Epy Kusnandar', 'Patria Sandya Mustika', 'Trisa Triandesa']",91 min
516716,264,Milly & Mamet,2018,"Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.",Comedy,13+,7.4,558,Indonesian,Ernest Prakasa,"['Yoshi Sudarso', 'Julie Estelle', 'Dian Sastrowardoyo', 'Adinia Wirasti', 'Ernest Prakasa', 'Pierre Gruno', 'Roy Marten', 'Titi Kamal', 'Dinda Kanyadewi', 'Eva Celia Latjuba', 'Isyana Sarasvati', 'Muhadkly Acho', 'Surya Saputra', 'Sissy Priscillia', 'Aci Resti']",101 min
547311,265,Moonrise Over Egypt,2018,"In 1947, the Indonesian first diplomatic mission arrived in Cairo without passport, to gain recognition over Indonesian sovereignty. They were having series of tackles, which putting the fate of Egypt and Indonesia in the hands of traitor.",History,13+,7.5,24,Indonesian,Pandu Adi Putra,"['Reza Anugrah', 'James Dixon', 'Drh Ganda', 'Ina Marika', 'Satria Mulia', 'Vikri Rahmat', 'Amir Sambodo', 'Mark Sungkar', 'Pritt Timothy', 'Bhisma Wijaya']",112 min
497100,266,Pai kau,2018,"During a Chinese wedding hosted by a powerful business man, unsettling incidents occur which disrupt the celebration.",Drama,13+,6.9,21,Indonesian,Sidi Saleh,"['Chiu Yen Irina Tan', 'Anthony Xie', 'Verdi Solaiman', 'Ineke Valentina', 'Olivia Caparino', 'Natasha Gott', 'Richard Oh', 'Marsha Tando']",87 min
511880,267,Partikelir,2018,"A private detective must asks for his childhood friend's help, a lawyer, in order to finish a serious case that he did not expect before.",Action,13+,6.3,98,Indonesian,Pandji Pragiwaksono,"['Pandji Pragiwaksono', 'Deva Mahenra', 'Lala Karmela', 'Ardit Erwandha', 'Cornelio Sunny', 'Dodit Mulyanto', 'Farah Quinn', 'Cok Simbara', 'Gading Marten', 'Tio Pakusadewo', 'Bisma Karisma', 'Teuku Ryzki', 'Luna Maya', 'Ruth Permatasari']",97 min
544354,268,Petualangan Menangkap Petir,2018,"A content creator kid from Hong Kong is left to his grandfather in Boyolali, Central Java, while his parents prepare to move to Jakarta. He then met new friends and they plan to make a film inspired by the legendary lightning catcher.",Drama,SU,7,34,Indonesian,Kuntz Agus,"['Bima Azriel', 'Zara Leola', 'Fatih Unru', 'Abimana Aryasatya', 'Arie Kriting', 'Slamet Rahardjo', 'Putri Ayudya', 'Darius Sinathrya', 'Jidate Ahmad', 'Danang Parikesit', 'Siswanto', 'Yeyen Lydia', 'Benjo Pangben', 'Pangsit Pangben', 'Taufik Nurudin']",93 min
533580,269,"R: Raja, Ratu, & Rahasia",2018,Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.,Drama,13+,7.2,45,Indonesian,Findo Purwono,"['Brandon Salim', 'Aurora Ribero', 'Ira Wibowo', 'Dimas Beck', 'Sheila Dara Aisha', 'Jeff Smith', 'Teuku Ryzki', 'Ardit Erwandha', 'Zulfa Maharani', 'Debo Andryos', 'Mufida Omar Nahdi', 'Bella Graceva', 'Thomi Baraqbah', 'Marcellino Lafrand', 'Asri Welas']",98 min
531492,270,Rasuk,2018,"During a vacation at a villa with her three friends, a resentful woman plunges deep into the depths of hate when dark forces try to overtake her life.",Horror,17+,5.4,69,Indonesian,Ubay Fox,"['Shandy Aulia', 'Miller Khan', 'Denira Wiraguna', 'Gabriella Desta', 'Josephine Firmstone', 'Baron Hermanto', 'Abhie Canser', 'Ninok Wiryono']",90 min
516713,271,Reuni Z,2018,"After 20 years graduated from high school, students of Zenith having a reunion. Zombie outbreak started in the reunion, infected most of the group. The survivors needs to find a way out to escape from zombies that surrounding the school.",Comedy,17+,5,67,Indonesian,Soleh Solihun,"['Soleh Solihun', 'Tora Sudiro', 'Dinda Kanyadewi', 'Ayushita', 'Cassandra Lee', 'Surya Saputra', 'Verdi Solaiman', 'Gabriella Lasdauskas', 'Beby Tsabina', 'Dian Nitami', 'Anjasmara', 'Ence Bagus', 'Sogi Indra Dhuaja', 'Fanny Fabriana', 'Denny Gitong']",98 min
545936,272,Revan & Reina,2018,"Revan has been friends with Reina since childhood. Now, romance sparks between them. But, Revan knows that Reina is still thinking about another guy, Fabian. After three years, Fabian is back into Reinas life.",Drama,13+,8.4,32,Indonesian,Andreas Sullivan,"['Angela Gilsha', 'Bryan Domani', 'Irsyadillah', 'Ajun Perwira', 'Meisya Amira', 'Rani Ramadhany', 'Wilson Tirta', 'Fachri Muhammad', 'Kevin Ardilova', 'Lavicky Nicholas', 'Muhammad Ilham', 'Kevin Bzezovski', 'Bulan Sofya', 'Keke Harun', 'Roweina Umboh']",98 min
536645,273,Rompis,2018,"After graduating from high school, Roman (Arbani Yasiz) continued his studies in the Netherlands and forced to distance himself from Wulan (Adinda Azani). The romance between them starts to change when other girls appear in Roman's life.",Drama,13+,7.9,185,Indonesian,Monty Tiwa,"['Arbani Yasiz', 'Adinda Azani', 'Umay Shahab', 'Beby Tsabina', 'Yasmin Karssing', 'Aldy Rialdy', 'Richard Ivander', 'Shenina Cinnamon', 'Rahmet Ababil', 'Adjis Doaibu', 'Gito Gilas', 'Amaranggana', 'Danu Rendra', 'Wouter Oosterwijk', 'Zicarlo van Aalderen']",99 min
492897,274,Rumah Belanda,2018,"Raya, an author, is hired by a millionaire called Hilda to write a biography on Aline. She gets sent to live in a mansion so she can write the book in peace. But once there, she and her two...",Horror,13+,5.7,18,Indonesian,Hedy Suryawan,"['Agung Udijana', 'Kelly Tandiono']",97 min
